GLPK-DFJ,CPLEX-DFJ,Gurobi-DFJ
60.051337003707886,1.5302391052246094,0.9829418659210205
13.77802300453186,0.31196093559265137,0.39450788497924805
60.02265977859497,0.652144193649292,0.5352458953857422
60.02873706817627,0.36525702476501465,0.4507029056549072
60.028021812438965,0.5982928276062012,0.5174899101257324
60.02324604988098,0.9178979396820068,0.4403839111328125
60.02500796318054,0.5105869770050049,0.3805959224700928
60.02407503128052,1.5229508876800537,0.702307939529419
60.026838064193726,1.0710399150848389,0.6300461292266846
35.0820209980011,0.747473955154419,0.4096372127532959
